Quadro V.4 >> Proporção de deslocações intramunicipais por motivo de estudo e município de destino ,,,,
,,,,Índice
,Unidade: %,,,
Município de destino,Proporção de deslocações intramunicipais - motivo estudo,,,
,,,,
AML,73.5,,,
Alcochete,82.8,,,
Almada,67.4,,,
Amadora,76.0,,,
Barreiro,82.8,,,
Cascais,79.4,,,
Lisboa,54.3,,,
Loures,70.3,,,
Mafra,96.3,,,
Moita,93.6,,,
Montijo,87.0,,,
Odivelas,78.3,,,
Oeiras,71.6,,,
Palmela,80.7,,,
Seixal,78.4,,,
Sesimbra,92.5,,,
Setúbal,83.6,,,
Sintra,95.9,,,
Vila Franca de Xira,96.3,,,
,,,,
Fonte: Inquérito à Mobilidade nas Áreas Metropolitanas do Porto e de Lisboa,,,,
"Nota: A proporção de deslocações intramunicipais é calculada face ao total de deslocações intrametropolitanas, que inclui as deslocações intramunicipais e as deslocações referentes a entradas no município. ",,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
