Quadro VI.6 >> Proporção de deslocações intermunicipais por motivo de estudo e município de destino ,,,,
,,,,Índice
,Unidade: %,,,
Município de destino,Proporção de deslocações intermunicipais - motivo estudo,,,
,,,,
AML,26.5,,,
Alcochete,17.2,,,
Almada,32.6,,,
Amadora,24.0,,,
Barreiro,17.2,,,
Cascais,20.6,,,
Lisboa,45.7,,,
Loures,29.7,,,
Mafra,3.7,,,
Moita,6.4,,,
Montijo,13.0,,,
Odivelas,21.7,,,
Oeiras,28.4,,,
Palmela,19.3,,,
Seixal,21.6,,,
Sesimbra,7.5,,,
Setúbal,16.4,,,
Sintra,4.1,,,
Vila Franca de Xira,3.7,,,
,,,,
Fonte: Inquérito à Mobilidade nas Áreas Metropolitanas do Porto e de Lisboa,,,,
"Nota: A proporção de deslocações intermunicipais é calculada face ao total de deslocações intrametropolitanas com destino em cada município e inclui as deslocações intramunicipais e as deslocações referentes a entradas no município. 

",,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
